Successful,Title,CampaignStory
1,Carla's Chiang Mai Home Building Trip!!,"Hi everyone!! As we embark on a brand new year, let us not forget the many families that may not be as fortunate as us!! Growing up with a roof over our heads, food to eat and fres..."
1,Give voice to a cancer patient,"We hope to raise the amount required for Karim to proceed with surgery (laryngectomy) which will remove the cancerous tumour, restore his ability to speak, and to relieve his prese..."
1,Final Journey Funeral Expenses - HJ0263,"We regret to announce that Uncle Kang who is under our care had passed away today. Uncle Kang, a senior elderly, age 71, comes from the forgotten low income cluster of Singapore ha..."
1,Give a support for premature baby Venice,"We need your prayers and help for my 27+5 weeks premature baby girl is in the Neonatal Intensive Care Unit. 
I am a Malaysian who is currently working in Singapore as an admin at T..."
1,#wegiveinsolidarity: Help our HOME-builders (For Migrant Workers during Covid-19),"#wegiveinsolidarity Hello everyone, 

thank you so, so much for clicking on this link :”)  I’m Amanda, and I guess this was something I was inspired to start after seeing the heart..."
1,Help Me With My Deceased Mother's Hospital Bills,I'm single mom with 2 children (P6 & P2) with my parent living in Singapore.  My parent are from Malaysia and holding the dependant pass. My mom was admitted to hospital on 17 Feb ...
1,Help Baby Niyaz Fight End Stage Liver Disease,"Baby Niyaz needs a Liver Transplant! Dear Givers,
 
My name is Zakiah and I am a mother to 10 month old Baby Muhammad Niyaz Zufar who has been diagnosed with End Stage Liver Diseas..."
1,Cancer Migrant Worker Rasu Ravi,Our worker- Rasu Ravi (Refer to WP below) is diagnosed will brain tumour and would not be able to perform his job scope as before.  He had gone through a surgery to remove 40% of t...
1,Children's Day Appeal 202,"The school is supporting the Children's Day Appeal (CDA), a fundraising campaign by the Community Chest. By participating in CDA, the school hopes to provide its students an opportunity to develop empathy, and show care and kindness to the less fortunate in our community. In doing so, they can play a part in building a caring and inclusive society for all."
1,Help fund for unexpected huge medical bills,I am Sathish having permanent residential status living in Singapore.  My parents came to visit my house and suddenly my father(RAMALINGAM MUNUSWAMY) was admitted with emergency ca...
1,Grant Needy Students Access To Education,"What if your school going child had to put his or her studies on hold? How would you feel? This is a true concern for more than 40% of students in NP who require some form of financial assistance.

Hi! My name is Daren and I am an Alumni of Ngee Ann Polytechnic. I've had 3 fulfilling years at Ngee Ann and I truly am appreciative of the experience.

I wish to step forward to appeal for donations from fellow alumni and members of the public, to support my juniors in need. Education opens up opportunities and no one should be denied access because of one's family background.

I learnt about the establishment of the first ever Ngee Ann Alumni Endowment Fund. Fellow Alumni had banded together to raise a target of $200,000 and are just short of $40,000. The establishment of the NAA Endowment Fund will allow for a set number of Bursaries to be disbursed to deserving students in perpetuity.

Please join me to help them succeed in this effort. Every dollar counts!

Thank you for donating to the Ngee Ann Alumni (NAA) Endowment Fund and for taking time to read my appeal!

DarenDear Fellow Alumni and Donors,

I am Lee Voon Phaw, President, Ngee Ann Alumni (NAA). I graduated from NP many years back but up to today, I still have fond memories of my time in NP. In fact, I met my wife when I was in the Adventure CCA club. We have been happily married for 40 years.

I took on this honorary post as President so that I can give back to NP and do my small part to build a cohesive and active alumni community. The set-up of this NAA Endowment Fund is a very exciting development in the history of NP. It is our first-ever endowment fund to provide long term, sustainable financial aid to needy students. The capital is preserved. Investment returns generated would go to support bursaries for students annually and for years to come.

The NAA Endowment Fund target is $200,000. I am grateful to generous alumni donors who have contributed. However, the fund is still $40,000 short of target.

I would like to appeal to fellow alumni to donate and also rally support from your family, friends for this meaningful cause to offer some relief to those who are struggling to make ends meet. More than 40% or about 6,000 students in NP require some form of financial assistance.

Collectively we can do more for our fellow juniors in need! Every dollar counts and is much appreciated. Eligible donations are entitled to 2.5x tax deduction.

Thank You for your Gift and joining NAA in Helping Generations of Needy Students!


Note: This campaign is created on behalf of Mr Lee."
1,Fill (not the bin but) the Lives of Those in Need,This is a non-profit initiative that works with social workers and channels preloved furniture/appliances to people in need. Help us fill the lives of many more! =) Before March 20...
1,Raising money to end slavery,"We believe everyone, everywhere has the right to a life free from slavery. But right now, millions of children and adults are trapped in slavery in every single country in the worl..."
1,Youngest Singaporean on Everest 2X (YES2X 2019),"Hi! I'm Jeremy Tong https://www.facebook.com/jeremytongclimbs aka Singapore Mountain Explorer and to date, I have climbed 41 mountains in 13 years. I'm also the 1st Singaporean to ..."
1,Give Baby Hayden a Love Heart,"Dear All Sisters & Brothers,

Please help my son (Hayden Tan Jun Kai) on the Surgery Cost. 

My Son was diagnosed Hirschsprung Disease on 3rd day of birth. He can’t pass motion by ..."
1,Beyond the Bake Sale,"To support children to gain equal access to quality education, 100% of the profit from this bake sale will be donated to Children's Wishing Well. The bakeries have been tasted by many and they sure will fulfil your heart and stomach!"
1,"Shane runs in ""towkay"" & Spiderman costumes!","Hi everyone :) Thank you for visiting my fundraising page!

I am Shane and I will be participating in the GIVE Virtual Run Challenge this year to raise funds and awareness for the ..."
1,Bayshore RfR 2020,"Hey guys!

It’s the time of the year, when we come knocking at your hearts to help us support the annual needs of 440 underprivileged households and 200 school going children with ..."
1,Help Jane Beat Colon Cancer,Please help save Jane’s life Jane is only 36 years with a young daughter but has been diagnosed with aggressive stage 4 colon cancer. She needs life-saving surgery as soon as possi...
1,Pampered Pooches Walk ONE MILLION Steps,"The video and photos you see here are just some of our regular daycare doggies. 

Rain or shine, we walk our daycare doggies everyday. We always have so much fun exploring all the ..."
1,Baby Audri Need Your Blessing,Baby Audri’s parents were ecstatic when she was born nearly 4 months ago. Their only daughter was happy and well until she started vomiting green bile each time she was fed (both b...
1,Supporting Seniors from BCS with Connectivity,"COVID-19 has been really tough on our dear seniors. All activities have been canceled and for their safety, seniors are not allowed to visit the senior activity centres. We are rai..."
1,Wong Heang Fine #SJVirtualCharity Brisk Walker,"In conjunction with Surbana Jurong's sixth anniversary, my colleagues and I have been walking, running or cycling to raise funds for Habitat for Humanity.

My initial goal at the s..."
1,Save Baby Quynh From Stage 4 Neuroblastoma,"Baby Quynh was born on July 15, 2017, and she’s the second child in the family. Her parents came from Northern Central Province of Vietnam, Thanh Hoa. Both the parents were born fr..."
1,Vertical Marathon Fundraiser for ACRES,"Hi friends! We are Dennis, Rachel, Sarita, Wei Qiang, and Willis, and we're taking part in the Tembusu Vertical Marathon 2020 (instagram.com/tvm.2020). We are all year 1 environmen..."
1,Support Joe and his 5 Beautiful Kids (THANK YOU !!!),"THANK YOU EVERYONE !!! YOUR KIND SUPPORT HAS MADE THIS CAMPAIGN TRULY A SUCCESSFUL ONE ! Dear friends!

Despite the end of the campaign, we are deeply moved by the thousands of you..."
1,Please Give Tharuman A Chance To Recover,"23yo Malaysian worker critically hurt in Singapore I'm a colleague of Tharuman and I'm helping him to start this campaign to raise funds for his medical bills.

Tharuman came to Si..."
1,"Help Jacob, Priscilla, Joshua, Joyce, Grace & Faith to raise FUNd for St. Luke Elders!","Thank you for visiting my fundraising page! I hope you will support me, my wife, Priscilla, and our four children in our cause to support the elderly by making a donation.

We targ..."
1,Aon Gifts Books,"Aon Gifting Books It’s time to reflect and count our blessings. As COVID-19 pandemic is still affecting many lives globally, Aon’s CSR is back for the second year with a mission to..."
1,Groceries to Support Free Meals for Poor,"Hi everyone! Since the spread of the COVID-19 pandemic, our soup kitchen in Little India has seen an increase in the number of beneficiaries coming for free meals. They make up of ..."
1,Feed those with needs... with meals of Dignity,"Meals prepared by people in need, for others in need There is a part of society hit harder than the rest by the Circuit Breaker, which has been further extended to 1 Jun. They may ..."
1,Air Search and Rescue Effort for Missing Diver Rinta Mukkam,Ms Rinta Mukkam is a 40yo Singaporean Diver and my close friend's sister who went missing off Komodo Islands near Gili Lawa Laut on Thursday (13th July 2017) around 12pm. So far re...
1,Supporting individuals and families who require food support,"With the current COVID-19 Phase 2 Heightened Alert situation and as restrictions continue to be in flux, we foresee that more individuals and families in the community will have their livelihoods affected. As part of our services and programs to support people in need, we would like to raise funds to support individuals and families who may require food support to meet their basic needs.


About Bless Community Services

Bless Community Services (BCS) is a Social Service Agency set up to support the well-being of children, youth, adults, elderly and families in the community, through its Seniors Connect, Community Connect and Youth Connect programmes.

We run the a temporary shelter called the Safe Sound Sleeping Place at Yio Chu Kang Chapel (S3PYCKCHAPEL). This shelter is to give the homeless and rough sleepers a safe place to sleep over at night.

We believe we should make an impact in the vicinity we are located at, with a mission to develop the potential of individuals, strengthen families and foster communal bonding to enrich our society."
1,Give baby Yu Xuan a Fighting Chance,"My name is Felicia, and I’m actually from Malaysia, working in Singapore, holding a PR.

My intention was supposed to give birth in Malaysia after my contract ends on August 2020, ..."
1,life cycle,"TUN believes that apart from supporting the community in through our duty of care as nurses, Nurses should also support other nurses, healthcare initiatives and social causes.

Through this small initiative, TUN hopes to raise funds for Beyond Social Services to support their noble cause.

Ibrahim (@iberahim) and myself will be cycling 1km for every dollar donated.

Will cap donations at $500 because don't think we are fit enough at this point to go beyond that within a month . Lol. But hopefully we hope to scale this cap higher!

Hopefully in the future ! Check out @the.unconventional.nurse for campaign updates !"
1,Lifelong volunteer - Promote Social Responsibility,"Thank you for visiting my fundraising page! I hope you will support me in my cause by making a donation.
?????????????????????????27?? - ??????????

Donating is really simple and s..."
1,Let's Eat & Walk 4ward,"I am pledging to walk 50km and raise funds to support my organisation's programmes serving (ex-)inmates and their families.Lakeside Family Services launched its first #AMillionSteps fundraising campaign in 2020, targeting to reach 1 million steps together to raise funds for our programmes serving (ex-)inmates and their families.

This year, we hope to continue supporting them in their journey to reintegration. Together with all our staff, volunteers and friends of Lakeside, we are committed to pledge 1,000 steps for each of the 4,000 (ex-)inmates we work with.

In the spirit of going the distance together, our campaign this year is titled 4ward Together 4 Million Steps. Together with all our staff, volunteers and friends of Lakeside, we hope to walk 4 Million Steps and raise $300,000.

Lakeside provides a wide range of services, including:

1. Family Resource Centre, a one-stop centre for inmates and their families

2. Case Management Support for inmates on the Work Release Scheme

3. Life skills workshops through our Release Preparation Programme

4. Televisit services for families to visit their loved ones in prison through our teleconferencing facility

5. Holistic programmes for financial assistance, family bonding, and casework support after release

Clock your steps with us and invite your friends and family to support your walk! For more info, visit https://www.lakeside.org.sg/support-us/4-million-steps/"
1,Help Me Fight this Disease,"""Help Me Fight this Disease"" ""A generous person will prosper whoever refreshes others will be refreshed"" Proverbs 11:25 Warm Greetings! 

I am Ma. Katrina Tubiano and I am appealin..."
1,Singtel Race Against Cancer by William Woo,"Every year, I sign up for the Singtel-Singapore Cancer Society Race Against Cancer run. In a way, it is symbolic of the fight against cancer because runs are a race against the clo..."
1,Migrant workers cheated of their salary need your help,"Kuttaiyan Murugesan had been working for a company that handles laundry for hospitals since 2012, for a period of six years. He had issues with his employer regarding short payment..."
1,Give Morel The Fighting Chance,"Morel was a very active boy up to 2 weeks ago. In fact, the family was planning for Morel a Ultraman theme party for his birthday, and everything was prepared right down to the Ult..."
1,Support family of the worker killed by crane collapse,"This is young Velmurugan who died in the Novena crane crash on November 4, 2019. Age 28. Married one and a half years ago. Got the news a few days before he died that his wife was ..."
1,Help Merlyn Battle Cancer,"Help Merlyn Fight Cancer Merlyn is a single mother of two, sole breadwinner and domestic worker in Singapore. She is originally from the Philippines, where her two boys still live...."
1,"Orphanage Education Campaign in Batam, Indonesia",Education for 35 orphans We are a group of friends that have been helping the ElShaddai Abigail Orphanage for the past year and a half and we would like to continue to help them sp...
1,COVID-19: Support the Underprivileged,"As of Oct 2020, the pandemic is still ongoing with more than 30 million affected. Many are still struggling to find a suitable job and is severely affecting their lifestyles and li..."
1,To support Vietnamese children who are suffering from fatal illness (hydrocephalus) and facing financial challenges for their treatment in Singapore,"Dear Friends, As you may receive our birthday invites, we - Cathleen, Mina and Yen Thao - are eager to welcome you to our birthday party on November 24, 2018. We have planned some ..."
1,KDF Millennium Ride 1000km (10-14 Jan 2019) - Thomas Ng,"Dear all, On 10th-14th January 2019, a group of fund-riders will be embarking on the 6th KDF Millennium Ride, an annual endurance ride of 1000km from Malaysia to Singapore, in a bi..."
1,Help Moe Moe Receive Medical Treatment,Help Moe Moe for her ongoing health treatment Moe Moe has been working in my family since 2015. It is not easy to work in my family as she has to single handedly manage the all the...
1,Help Weiye To Raise His Medical Fees,Weiye is an extraordinary man! You might have seen or heard about a Singaporean started an orphanage in Vietnam and even The Prime Minister of Singapore praise him for his selfless...
1,The Giving Tree 2021,"The inaugural Giving Tree started off as a small internal hospital fund raiser back in 2010 and has grown over the years with the help of generous donations from staff, individuals, corporations, foundations and sponsors.

We would like to encourage you to join us in making a difference in the lives of our patients by making a donation to NUHS Fund Giving Tree 2021!

100% of your donation will go towards NUHS patients in need of financial aid!"
1,Ride with M.E. fundraising for Ride for Rations 2021,"We are from Mount Elizabeth Hospital and Mount Elizabeth Novena Hospital. 

Our campaign, Ride with ME (short for Mount Elizabeth), aims to raise $50,000 for Sunlove Abode for Inte..."
1,Please Help Save My Aunt’s Life,"My auntie, Madam Kang Sie Mui is an Indonesian, residing in Batam (Indonesia). Having to raise 2 kids in rural Indonesia is never an easy task. 

In October 2019, she found a lump ..."
1,Help Stroke Patient Domestic Helper Papin Recover!,"Help Stroke Patient Papin Have A Chance At Recovering & Living Her Later Years Decently. Dear Gracious Community,

My siblings and I would like to sincerely appeal for your kind he..."
1,Helping my son Muhammad Royyan medical expenses,"Update on 24 May: Dear Donors, once again, thank you for your overwhelming help towards our family in this time of grieve. I would like to set the record straight once and for all,..."
1,Paint with Love!,"The start point of this campaign was teaching myself how to paint by watching youtube videos. Though not trained in art, I was determined to paint as many art pieces as possible in an effort to raise funds for a good cause.
We know that the psychological and physical damage caused by the current pandemic is well-known, especially the impact on school-going children whose families have been pushed into poverty.
Besides allowing me to distress and explore my own creativity, I hope that my paintings will encourage and inspire donors to help needy children.
If you donate $20, you will receive a 15cmx15cm artwork.(Refer to slide 2)
If you donate $50, you will receive 20cmx25cm artwork.(Refer to slide 3)

Costs
All the materials costs incurred for this campaign will be borne by the family and your donations will be 100% donated directly to SPMF via giving.sg.

By donating to this project, you agree for SPMF to share your contact details with the organiser of this campaign. Once we receive contact details from SPMF, We will contact you regarding deliveries of the paintings.
Thank you!"
1,Tackle hunger and raise funds for The Food Bank Singapore,"The pandemic has pushed many people into financial hardship, with millions now experiencing extreme levels of hunger as they struggle to afford to eat.

It's the season of giving a..."
1,Save Baby Anh Quoc from Hydrocephalus,"Baby Anh Quoc is only 17 months old, and he was born with Hydrocephalus!His mother is a single mother taking care of 2 children, and Baby And Quoc sister is only 40 months old. The..."
1,Paint for a Cause FINALE,"Thank you for your recent donation to Habitat for Humanity Singapore. 

Because of your generosity, the less fortunate and elderly living alone can have a clean and hygienic home t..."
1,The War against COVID,"The fight against covid is not yet over. While most of us are fortunate to be safe and healthy, there are a good number of people who aren't as lucky. Let us do our bit in helping them, we leave no one behind. No one is safe until we all are safe.The Singapore Red Cross continues to brace itself for a steep drop in cash donations in this current unfortunate COVID-19 climate which is critically needed to ramp up our efforts to uplift the most vulnerable in our community, who are amongst the hardest hit. 

At Singapore Red Cross, your contributions go towards helping our seniors, families, disabled, and vulnerable in the community:

- Red Cross Home for the Disabled (RCHD)and Day Activity Centre (DAC), which provides residential, respite and daycare services to over 100 adults and children with multiple disabilities.

- ElderAid and HoME+ (Home Monitoring and Eldercare), mobilises community volunteers in caring, befriending and building the resilience of the elderly. HoME+ provides home monitoring and response for seniors living on their own. 

- TransportAid, enables the elderly and/or disabled from low-income homes to get to and from their medical treatments, rehabilitation and daycare centres.

- Family LifeAid, provides food vouchers and nutritious food to low-income families, hand-delivered with love.

- Centre for Occupational Learning and Employment (COLE) mitigates the impact of the COVID-19 pandemic on the livelihoods of vulnerable communities, through basic employability training and job facilitation for Singaporeans. 

Please do support us to ensure our beneficiaries receive the help they need. Be a Champion for them today!

Thank you from all of us at Singapore Red Cross! #CityofGood"
1,Help Philibert raise money for the Singapore Cancer Society,"Thank you for visiting my fundraising page! I hope you will support me in my cause by making a donation.

Donating is really simple and secure. The money will directly go to Singap..."
1,Help Benny Fight Cancer,"Benny, is actually a nick name, and her real name happen to be Khanh Ha, and she’s from Vietnam. Benny has been recently diagnosed with Acute Myelomonocytic Leukemia, (AML-M4), whi..."
1,Live Online Workout for Good,"LIVE ONLINE WORKOUT FOR GOOD Context: Circuit Breaker may be ending soon, but many families are still facing with the daunting task of navigating the uncertainties that the COVID-1..."
1,Ride for Rations 2019 - end hunger & nourish lives,"An invite to do good: Bike-Aid (Singapore) and the organising committee of Ride for Rations https://bikeaid.org.sg/ride-for-rations 2019, who are all volunteers, is calling you to ..."
1,Help My Son Ethan Fight Epilepsy,"Our Son Ethan’s Brain Surgery to help reduce his debilitating seizures! With all other options exhausted, our 12 year old son Ethan is undergoing an extensive 8 hour brain operatio..."
1,Help my family through tough times,"Epilepsy, my wife got it in 2002.

More than ever, my wife and I need your help to keep going on. 

Despite my best efforts, it is hard to make ends meet everyday. My wife's epilep..."
1,REBUILDING PANTI ASUHAN ORPHANAGE DAMAGED BY SEROJA CYCLONE CHALLENGE,"REBUILDING PANTI ASUHAN ORPHANAGE CHALLENGE 10 years ago, a group of NUS architecture students set out to Waingapu, East Sumba, Indonesia to help improve the infrastructure of an o..."
1,Save Abused Baby Phuc Minh,"Baby Phuc Minh was born on 04 December 2018, but he doesn’t have an easy life. He was abused since he was born, as his father is a drug abuser, so whenever his father was angry, he..."
1,Help Jake the Diver give his family a home in Singapore,A fellow diver has recently perished to the ocean leaving his pregnant wife with 2 children aged just 3 & 6.... and their flat is coming. This is truly tragic... I hope to raise an...
1,Help bring a smile to a chronically-ill child during Covid-19 #wegiveinsolidarity,Help chronically-ill children and their families during #COVID-19 with #wegiveinsolidarity You help to make a significant impact on the lives of chronically-ill children and their ...
1,Help Baby Huyen With Her Hydrocephalus,"Baby Huyen was born with Hydrocephalus and she’s 3 years old this year.

When the parents came to know about it, she’s already been born, and the heartless father, run away, leavin..."
1,Let's give Anilyn a fighting chance with her cancer,"Anilyn Bernabe only remembered occasional minor pains on her right hip about a year ago. On 9 August this year, she decided to see a doctor for a cough that lasted a month where sh..."
1,Love Without Borders - Online Fundraising Concert,"Fundraising in aid of the marginalised children, whose education have been undermined by COVID-19 Love Without Borders is an online fundraising concert organized by Music For Peopl..."
1,Give baby Yi Xin a fighting chance,"On June 3, 2020, my aunt was admitted to the hospital to have a baby immediately because of an accidental increase in her blood pressure. Baby is also dedicated to being born 2 mon..."
1,Give Hope to Noe Noe,"Myat Noe Khin or known as Noe Noe, is a 10 year-old girl who was diagnosed with Brain Cancer since 2012 (when she was 2 years old). She was born in Singapore and is currently study..."
1,Ride for Rations 2019 - end hunger and nourish lives,"Thanks for visiting my fund raising page.  On Saturday 27th August, my wife and I will spend two days cycling the 250km from the Malaysian port town of Malacca back to our home in ..."
1,"#PeopleforGUI - Share, Give and Double-up for Ground-Up Initiative","Campaign Goal Reached! [Update 25 Oct 2018] Hi everyone, apologies that it's taken the team some time to tie up loose ends. GUI has now received the promised $10,000 from the match..."
1,Give Baby Hai Dang A Second Chance,"Baby Ha Dang had previously seek help from us for his Sarcoma in early January 2020.

To recap, the current 16 months old Baby Hai Dang suffers from  Rhabdomyosarcoma, or RMS, is a..."
1,Gift A Life For Baby Yung,"You might have seen her face recently in The Straits Times article about the Good Samaritan Family in Marsiling who opens up their flat to house the ill foreign children, if not, h..."
1,Paying It Forward #SeasonOfGiving,"This campaign is created on behalf of a Friend of Canossaville who has chosen to remain anonymous but still wants to do her part to support our work.

--

Campaign Update:

""Thank you all for your support and we have raised $5,000 together! As promised, my family shall be pledging $5,000 in matching donations to the campaign. My friend Lindi has also joined me to pledge up to another $5,000 for the next $5,000 raised, hence the first $10,000 donated to the campaign shall be matched dollar for dollar by both of us. Please donate generously if you have not done so.""

As a form of appreciation, our family would be sending out 50 jars of homemade kaya and Lindi would be making 10 chocolate tarts to friends to thank them for their generous donation.

We hope our hardwork would raise awareness to the good work that Canossaville has done for so many years in the low income area of Aljunied and MacPherson.

Please take a look at the campaign photos to find out why I chose to give. I would like to pay forward the kindness we received to uplift the lives of children who may face similar challenges.

Thank you all!All donations to the Season of Giving campaign shall be eligible for dollar matching by the Singapore Government and Tote Board up to cap of $250,000 per charity.

Every year, we all look forward to a special occasion. For some it could be a birthday, for others, a festive season such as Christmas. While we all celebrate these special occasions in our own ways, many also choose to give and share with others who need a little bit more help.

At Canossaville Children and Community Services, our programmes and services are open to our children and their families all year round, with priority given to those from disadvantaged backgrounds. Education is at the core of what we do and our Canossian Circle of Care provides the supporting structure to children through a preschool, after-school care as well as a child development unit.

This can only be made possible with the support of donors like yourself. We advocate for sustainable giving all year round to support all our programmes and services. In reality, donors tend to only donate at the end of the year during the season of giving.

We acknowledge this and humbly seek your kind support for us to build up enough donations to sustain our programmes and services through the year.

Thank you for not forgetting us during this season of giving. Your special thoughts warm the hearts of our children and their families under our care.

#SGCares #GivingWeekSG #CityOfGood"
1,Give the young man Nguyen Duc Thanh a fighting chance,"Nguyen Duc Thanh is a first year student at FPT university in Vietnam. Two months ago he was suddenly diagnosed with a rare disease named EBV- T cell- Lymphoma, leading to HLH dise..."
1,Give Gracelyn A Second Chance,"Gracelyn came on GIVE.asia last year, when she’s seeking treatment for her second transplant for her Myelodysplastic syndromes, or MDS, are a group of disorders in which a person's..."
1,Bring a smile and make a difference,"Thank you for visiting my fundraising page! I hope you will support me in my cause by making a donation.

Donating is really simple and secure. The money will directly go to Singap..."
1,Help Samuel To Be Normal Again,"Samuel is 19 this year, and like any teenager, he goes to school, involved with school and church activities and attend church every Sunday. In fact, Samuel plays in the church ban..."
1,Surgeries Funds for Baby Johanna,"Meet the courageous Baby Johanna. Baby Johanna was born prematurely at 34 weeks in September 2017. She was diagnosed with a BILATERAL CLEFT LIP & PALATE, CONGENITAL HANDS DEFORMITI..."
1,New Mother Battling Stage 3 Breast Cancer during COVID-19 #StrongerTogetherConnie,"Please donate to help Connie conquer Stage 3 breast cancer Connie Sun lives in Seoul, Korea with her husband and 11-month-old son.  She was born and raised in Singapore, but moved ..."
1,Help Lanlan with her heart defect surgery,"""To have and to hold from this day forward, for better, for worse, for richer, for poorer, in sickness and in health, until death do us part. I will love and honor you all the days..."
1,Help Jack To Tie Through His Cancer Treatment,"Jack is 58 years old this year, and always believe in active aging. During sometime in May, he felt something is not right with his body, so he went to hospital for a check-up. He ..."
1,Please give my four years old daughter with Cerebral Palsy an opportunity to gain independence,"My beloved daughter, Xin Yan, is four this year. I delivered Xin Yan premature at 30 weeks, resulting in her suffering from a brain injury known as periventricular leukomalacia (PV..."
1,Slightly Scarlet 2019 X GDS,"Each year, Slightly Scarlet strives to raise awareness for local beneficiaries, while providing an avenue for Bondue to give back to society through its annual philanthropic fashio..."
1,Fill-A-Backpack for 700 students in Rural Nepal,"Our Founding Story ....10 months ago, what intended as an excuse to escape the dreadful monday morning meetings had me ended up on a backpacking trip to Nepal - a landlocked countr..."
1,Help Aunt Chwee Ang Pass on Peacefully..,Help Aunt Chwee Ang Pass On Peacefully Thank you for taking your time to read this post. My aunt Madam Toh Chwee Ang has been diagnosed with a rare t-cell lymphoma cancer and a ser...
1,Help Zhi Qi Live On...,Help Zhi Qi Live On... This is Mai Zhi Qi. He is 19 years old and he is suffering from an incurable disease known as Crohn's disease which attacks the small and large intestines. H...
1,Give Siti A Chance To Recover,"Siti joined the family in Feb 2013 as a domestic helper. 
Since then, she has been very much like a family member to us, helping to care for my son since he was a baby and my late ..."
1,Help Jacquelyn Survive Cancer for her Two Young Kids,"Jacquelyn was diagnosed with squamous skin cell carcinoma just a few weeks ago after discovering a lump on her head, that we all thought was a boil, turned out to be far more... We..."
1,Sail SG Challenge 2021,"We are a group of varsity sailors from NUS seeking to share the joy of sailing with the community by attempting a full circumnavigation of mainland Singapore using only wind and sail power on 25-26 September 2021 - the ""Sail SG Challenge"". In doing so, we hope to raise funds for the KKH Health Fund to support patients in need of financial assistance for their medical needs.

We first came up with the idea for the Challenge when the medical students in our group reflected on their hospital posting experiences. One experience that stood out was working with families facing the unexpected challenge of chronic diseases in their young children.

With our own teenage years not that far behind us, we can relate closely to the beneficiaries of the fund - the young patients of KKH - and the issues they face, such as schooling, friends, family matters and relationships.

Having ourselves gone through these issues that they have to navigate on top of their illnesses, our hearts do go out to them and we want to express our support by doing something special for them through this sport that has brought us together.

All funds raised through this campaign will go towards supporting patients in need."
1,SingHealth Freewheelers and Friends Ride for KDF,The SingHealth Freewheelers are a group of healthcare providers from SingHealth who have been cycling for over 5 years not only because they love riding together but to raise funds...
1,Project MERCI,"About Project MERCI Through this youth-initiated project, we hope to be able to spread this warmth spirit filled with love and care from our fellow Singaporeans to these unsung her..."
1,"The Social Delivery - Delivering smiles, one meal at a time",Who are we? A group of 3 students who are keen to make a difference in the lives of vulnerable individuals and families during the COVID-19 period. How and why is The Social Delive...
1,Help two migrant workers seriously ill after Covid-19,"""Pa! Pa!"" cried out his son, but Siva could not reply Siva lay motionless on his bed as his 10 year-old son cried out to him via video chat, the nurse in the Critical Coronary Care..."
1,TE CSR fund raising,Your kind effort will go a long way in benefiting children with cancer and their families.
1,Strokes of Vigour,"We are 3 sisters who started to learn calligraphy since 4 years old. We would like to share our works to support the Straits Times School Pocket Money Fund (SPMF). In the process of doing so, we hope to make Chinese calligraphy more sought after and spread appreciation for this ancient Chinese art form.

Chinese New Year couplets, or scrolls are painted with beautiful calligraphic Chinese symbols that represent wise messages, or poems, that are supposed to bring good luck and wealth.

You may donate any amount. Donors who contribute $20 and above will receive a Fu (approx 33cm x 33cm). Refer to Picture A

Donation of $100 and above will receive a pair of 4-word couplet (approx 18cm x 68cm). Refer to Picture B

Donations of $200 and above will receive a pair of 7-word couplet (approx 18cm x 103cm). Refer to Picture C

Tax benefit
All donations $10 and above will be eligible for 250% tax deduction.

Costs
All the materials costs incurred for this campaign will be borne by the 3 sisters family and your donations will be 100% donated directly to SPMF via giving.sg.

By donating to this project, you agree for SPMF to share your contact details with the organiser of this campaign. Once we receive contact details from SPMF, We will contact you regarding deliveries of couplets.


Thank you for your kind support!"
1,Melville Park Cyclists Riding for Breast Cancer Foundation #MelvilleParkRides4BCF,"We make a living by what we get, but we make a life by what we give - Winston Churchill Thank you for visiting the Melville Park Charity Ride for Breast Cancer Foundation fundraisi..."
1,(Private Campaign) Masterchef 2021,"Organised by NUH Department of Paediatrics, Khoo Teck Puat -- National University Children's Medical Institute, ""Masterchef"" is an annual internal staff event to raise funds for NUH Children's Fund. All proceeds from this fundraiser will go towards financially disadvantaged young patients and their families.

Please note that this is a private campaign. Members of the public who wish to donate to NUH Children's Fund may do so directly through this public donation page: https://www.giving.sg/nuhs-fund-limited/nuhchildrenfund.

By contributing to this campaign, you are consenting to the sharing, disseminating and usage of your details to the organising committee for the purposes of this campaign."
1,Save My Husband Senthil,"My name is Sheela and my husband is Senthil, both of us are Indian national working in Singapore holding employment pass.. We have two boys aged 5 and 7 years . My husband Senthil ..."
1,Walk4Refugees,"My friend Rory and I are planning a 36km walk across Singapore in a day (Coast to Coast Trail) to raise funds for the unfolding refugee situation in Afghanistan.
 
The United Natio..."
1,Help Prombut Seree To Go Home,"Seree, like any other of the foreign workers in Singapore, came to work in our tiny red dot to earn a living, and hoping for a better lives for their family. Seree is from Surin, N..."
